filename,label,type
3-187549-A-6.wav,0,test
5-234263-A-25.wav,0,test
761_50.03.wav,1,val
1-24524-B-19.wav,0,train
1020_20.08.wav,1,val
1588_58.33.wav,1,test
377_35.93.wav,1,test
635_256.31.wav,1,test
263_20.08.wav,1,train
4-212604-B-15.wav,0,train
1491_38.85.wav,1,train
3-157615-A-10.wav,0,train
1516_18.25.wav,1,train
5-200334-A-1.wav,0,test
1-18074-B-6.wav,0,test
5-194892-A-10.wav,0,train
1483_97.0.wav,1,val
819_33.66.wav,1,test
287_97.3.wav,1,test
5-218494-A-22.wav,0,train
61_25.65.wav,1,train
4-186935-A-44.wav,0,train
965_31.16.wav,1,test
494_110.83.wav,1,test
5-197121-B-45.wav,0,test
123_157.53.wav,1,test
4-108352-A-33.wav,0,test
306_67.42.wav,1,train
1057_212.75.wav,1,train
1548_67.76.wav,1,test
1280_463.09.wav,1,train
1006_42.77.wav,1,val
1450_83.81.wav,1,test
1492_24.0.wav,1,val
5-243449-A-14.wav,0,train
5-221950-A-22.wav,0,test
1-17150-A-12.wav,0,test
69_120.75.wav,1,test
1516_196.49.wav,1,train
659_107.87.wav,1,test
60_0.56.wav,1,train
2-110613-A-13.wav,0,test
3-154957-A-1.wav,0,test
3-147965-A-12.wav,0,val
2-96654-A-47.wav,0,train
134_84.07.wav,1,train
5-103415-A-2.wav,0,test
1356_52.18.wav,1,train
1338_20.12.wav,1,train
650_71.68.wav,1,val
5-249748-A-28.wav,0,val
349_0.04.wav,1,test
1541_11.78.wav,1,train
4-165845-B-45.wav,0,train
3-101381-B-33.wav,0,test
187_40.27.wav,1,val
665_95.11.wav,1,train
856_95.62.wav,1,test
2-119161-C-8.wav,0,train
834_69.7.wav,1,train
1-23222-B-19.wav,0,val
5-213077-A-11.wav,0,test
4-200330-A-6.wav,0,train
4-195497-B-11.wav,0,train
3-129678-A-13.wav,0,test
5-156026-D-4.wav,0,train
707_58.57.wav,1,val
1447_7.34.wav,1,test
293_22.84.wav,1,train
202_56.86.wav,1,test
1-24074-A-43.wav,0,test
967_72.78.wav,1,train
185_0.04.wav,1,test
1072_34.04.wav,1,test
1-54958-A-10.wav,0,train
3-164592-A-15.wav,0,test
314_397.79.wav,1,train
303_13.32.wav,1,train
2-57733-A-22.wav,0,train
952_71.66.wav,1,test
1-44831-A-1.wav,0,val
421_54.25.wav,1,test
446_88.23.wav,1,test
1-31836-A-4.wav,0,train
4-163609-A-16.wav,0,train
29_10.78.wav,1,train
5-261464-A-23.wav,0,val
792_2.06.wav,1,val
560_17.61.wav,1,train
146_48.61.wav,1,train
1103_77.55.wav,1,train
4-174860-A-3.wav,0,train
2-262579-A-45.wav,0,val
1-115921-A-22.wav,0,train
4-173865-B-9.wav,0,train
4-180453-A-17.wav,0,train
1504_50.68.wav,1,val
4-186936-A-44.wav,0,train
741_173.34.wav,1,test
3-146965-A-5.wav,0,test
159_751.71.wav,1,val
2-108767-B-9.wav,0,train
4-183487-A-1.wav,0,train
132_20.07.wav,1,test
607_175.33.wav,1,test
1580_55.16.wav,1,train
180_3.19.wav,1,test
3-102908-A-4.wav,0,train
4-111671-A-42.wav,0,train
1487_124.68.wav,1,test
124_10.05.wav,1,val
22_62.5.wav,1,val
1-208757-A-2.wav,0,val
1548_47.76.wav,1,train
1543_51.14.wav,1,train
584_47.81.wav,1,test
3-129338-A-13.wav,0,train
4-80761-A-42.wav,0,test
552_32.68.wav,1,train
110_38.81.wav,1,train
4-187769-B-14.wav,0,train
1-30709-A-23.wav,0,test
1179_9.14.wav,1,val
303_3.32.wav,1,train
1557_33.34.wav,1,val
633_30.08.wav,1,test
726_101.17.wav,1,train
507_25.38.wav,1,val
1257_30.64.wav,1,train
5-244310-A-25.wav,0,train
4-125929-A-40.wav,0,train
538_79.11.wav,1,train
389_657.42.wav,1,val
775_781.23.wav,1,val
972_30.53.wav,1,train
1492_4.0.wav,1,train
755_0.09.wav,1,test
778_27.45.wav,1,train
791_58.23.wav,1,train
580_62.39.wav,1,val
1-155858-F-25.wav,0,train
975_0.52.wav,1,train
5-235893-A-28.wav,0,test
970_43.25.wav,1,val
864_149.18.wav,1,train
1-67152-A-17.wav,0,train
835_117.21.wav,1,train
597_550.54.wav,1,test
4-250869-A-2.wav,0,test
5-257839-A-14.wav,0,val
585_0.03.wav,1,train
482_59.55.wav,1,val
610_10.76.wav,1,val
1-43382-A-1.wav,0,train
3-112557-B-23.wav,0,test
4-125072-A-19.wav,0,train
1366_0.07.wav,1,test
267_2.26.wav,1,train
1096_15.03.wav,1,val
5-261439-A-15.wav,0,train
416_20.06.wav,1,val
1252_181.07.wav,1,val
5-209989-A-22.wav,0,test
732_236.88.wav,1,train
451_10.08.wav,1,test
1252_101.07.wav,1,train
1374_31.12.wav,1,test
1256_0.53.wav,1,val
347_31.14.wav,1,train
336_60.04.wav,1,train
1437_21.8.wav,1,test
355_7.68.wav,1,val
11_70.06.wav,1,train
739_33.05.wav,1,test
4-181563-A-12.wav,0,test
132_0.07.wav,1,val
3-144891-A-19.wav,0,test
667_42.56.wav,1,train
1-54918-A-14.wav,0,train
251_36.98.wav,1,val
1043_47.56.wav,1,train
242_258.93.wav,1,test
686_240.38.wav,1,test
609_70.04.wav,1,train
1139_50.08.wav,1,test
1-12653-A-15.wav,0,val
674_10.07.wav,1,train
745_10.08.wav,1,val
347_71.14.wav,1,train
5-133989-B-42.wav,0,test
1448_144.76.wav,1,train
2-124662-A-11.wav,0,test
2-135649-B-45.wav,0,test
4-147240-B-2.wav,0,test
1415_68.1.wav,1,train
4-189836-A-22.wav,0,test
3-70962-C-4.wav,0,train
435_0.06.wav,1,train
1103_87.55.wav,1,test
2-54962-A-23.wav,0,train
2-108760-B-14.wav,0,test
488_13.19.wav,1,test
1031_163.68.wav,1,test
5-263501-A-25.wav,0,train
797_29.19.wav,1,test
174_184.84.wav,1,train
1320_87.52.wav,1,val
1-72229-B-6.wav,0,val
1317_96.49.wav,1,test
2-52085-B-4.wav,0,train
5-198891-B-8.wav,0,train
3-161010-A-43.wav,0,test
50_123.09.wav,1,train
288_0.07.wav,1,test
1474_2.97.wav,1,train
248_29.4.wav,1,test
4-223125-A-14.wav,0,train
1077_151.44.wav,1,test
5-216213-A-13.wav,0,test
1545_46.6.wav,1,train
3-136608-A-16.wav,0,test
867_20.08.wav,1,val
1053_29.29.wav,1,val
1-57795-A-8.wav,0,train
1339_21.48.wav,1,val
1-50060-A-10.wav,0,val
1062_144.24.wav,1,test
3-144827-B-11.wav,0,test
918_46.72.wav,1,train
1096_46.87.wav,1,train
2-76868-A-6.wav,0,val
576_32.63.wav,1,test
4-210000-B-23.wav,0,val
1067_56.92.wav,1,train
3-71964-C-4.wav,0,test
3-161500-A-17.wav,0,train
4-145081-A-9.wav,0,train
5-184323-A-42.wav,0,val
3-110913-B-7.wav,0,test
5-212736-A-17.wav,0,test
5-172639-A-5.wav,0,test
2-37806-D-40.wav,0,val
1496_89.29.wav,1,test
1077_26.13.wav,1,test
3-149189-A-1.wav,0,test
4-172377-A-17.wav,0,train
1567_379.19.wav,1,val
2-102414-A-17.wav,0,val
2-114609-B-28.wav,0,train
486_29.81.wav,1,val
5-188495-A-19.wav,0,test
1096_5.03.wav,1,test
2-182508-A-8.wav,0,test
1-54084-A-42.wav,0,test
2-65747-A-12.wav,0,val
3-104632-A-12.wav,0,train
5-192191-A-19.wav,0,train
1192_266.59.wav,1,train
5-213836-D-9.wav,0,train
3-155312-A-0.wav,0,test
474_10.23.wav,1,val
97_90.46.wav,1,val
655_302.04.wav,1,train
432_20.09.wav,1,train
127_30.04.wav,1,test
339_21.84.wav,1,train
534_74.64.wav,1,val
1062_90.06.wav,1,test
319_2.98.wav,1,test
438_109.86.wav,1,test
1-46272-A-12.wav,0,train
337_102.46.wav,1,test
489_0.09.wav,1,train
172_34.79.wav,1,test
1115_33.38.wav,1,train
5-215172-A-13.wav,0,train
221_35.19.wav,1,train
939_30.08.wav,1,train
422_37.44.wav,1,train
1518_83.44.wav,1,train
585_30.03.wav,1,train
899_124.28.wav,1,val
1116_10.18.wav,1,train
4-178881-A-45.wav,0,val
522_204.08.wav,1,train
914_62.32.wav,1,train
2-117271-A-0.wav,0,train
1-77160-A-3.wav,0,train
745_20.08.wav,1,train
1192_86.59.wav,1,train
3-115387-B-47.wav,0,test
763_51.71.wav,1,train
415_10.03.wav,1,train
1-34495-A-14.wav,0,test
3-163607-B-13.wav,0,train
690_307.69.wav,1,train
864_219.18.wav,1,val
1401_23.54.wav,1,val
658_10.64.wav,1,train
292_124.24.wav,1,train
1534_48.91.wav,1,val
1355_498.5.wav,1,train
563_44.65.wav,1,train
1070_5.21.wav,1,train
508_48.04.wav,1,test
886_10.13.wav,1,train
1-51805-A-33.wav,0,test
398_52.14.wav,1,val
525_49.35.wav,1,val
930_79.13.wav,1,train
3-253084-E-2.wav,0,test
5-193473-B-12.wav,0,test
4-156227-A-9.wav,0,test
691_220.6.wav,1,train
971_215.28.wav,1,val
528_390.28.wav,1,test
252_12.99.wav,1,test
1601_331.53.wav,1,train
1373_11.17.wav,1,train
1010_34.33.wav,1,val
65_107.98.wav,1,test
1152_119.31.wav,1,train
762_3.16.wav,1,train
1-18527-B-44.wav,0,test
354_35.14.wav,1,test
1577_19.81.wav,1,val
4-186938-A-44.wav,0,test
494_52.18.wav,1,train
803_42.27.wav,1,train
2-120586-A-6.wav,0,val
1529_24.43.wav,1,test
5-117118-A-42.wav,0,test
3-164216-B-6.wav,0,test
919_10.12.wav,1,train
5-181458-A-33.wav,0,test
1-31836-B-4.wav,0,val
343_139.84.wav,1,val
913_216.3.wav,1,train
1281_20.24.wav,1,train
3-94343-A-25.wav,0,test
469_86.35.wav,1,train
50_15.29.wav,1,val
202_44.46.wav,1,test
712_63.97.wav,1,test
447_20.16.wav,1,train
1584_95.41.wav,1,train
145_87.6.wav,1,train
4-204830-A-6.wav,0,test
5-160551-A-42.wav,0,train
3-103597-A-25.wav,0,train
1533_119.84.wav,1,train
5-194932-A-7.wav,0,test
1-85362-A-0.wav,0,train
898_10.04.wav,1,test
1-15689-B-4.wav,0,test
795_21.07.wav,1,val
1-196660-B-8.wav,0,test
1496_52.71.wav,1,val
528_470.28.wav,1,train
896_162.35.wav,1,test
704_36.26.wav,1,val
1450_63.81.wav,1,test
129_324.87.wav,1,test
1-50454-A-44.wav,0,val
2-107228-B-44.wav,0,train
3-159445-B-45.wav,0,train
1063_108.89.wav,1,test
5-191497-A-33.wav,0,val
1-208757-B-2.wav,0,test
658_105.94.wav,1,val
686_267.83.wav,1,train
379_24.32.wav,1,test
3-177083-A-22.wav,0,val
5-233160-A-1.wav,0,test
5-202898-A-10.wav,0,train
4-188703-D-8.wav,0,test
81_61.29.wav,1,val
1452_10.08.wav,1,val
396_235.11.wav,1,train
3-144028-A-0.wav,0,test
465_264.86.wav,1,test
4-184237-A-28.wav,0,train
1053_71.84.wav,1,train
344_15.17.wav,1,test
941_13.78.wav,1,train
3-71964-B-4.wav,0,test
2-37806-C-40.wav,0,train
5-180156-B-43.wav,0,train
1-51805-E-33.wav,0,val
982_34.21.wav,1,test
2-134049-A-6.wav,0,train
314_61.55.wav,1,train
235_50.03.wav,1,val
4-173865-A-9.wav,0,test
601_54.8.wav,1,val
1-17565-A-12.wav,0,val
5-188796-A-45.wav,0,test
1036_21.85.wav,1,test
1518_113.44.wav,1,test
2-114587-A-0.wav,0,test
178_90.01.wav,1,test
5-200461-A-11.wav,0,test
190_25.76.wav,1,train
5-200329-C-8.wav,0,train
1153_78.4.wav,1,test
411_40.77.wav,1,train
1116_0.18.wav,1,test
25_35.26.wav,1,test
137_120.14.wav,1,test
807_46.33.wav,1,train
1130_51.97.wav,1,test
1015_30.12.wav,1,test
4-168155-A-15.wav,0,train
499_15.59.wav,1,val
3-155578-A-14.wav,0,test
1146_128.59.wav,1,val
89_30.03.wav,1,test
4-171207-A-12.wav,0,train
2-81270-A-1.wav,0,train
683_67.37.wav,1,train
1364_109.23.wav,1,val
4-165933-A-45.wav,0,test
4-213915-C-3.wav,0,val
899_34.28.wav,1,test
2-116400-A-0.wav,0,train
1292_10.04.wav,1,train
1-16568-A-3.wav,0,val
5-205898-A-40.wav,0,train
123_127.53.wav,1,train
5-208810-A-11.wav,0,test
1055_12.94.wav,1,train
1072_24.04.wav,1,val
755_100.09.wav,1,val
4-181955-C-3.wav,0,train
1231_132.82.wav,1,train
3-150979-B-40.wav,0,test
2-139748-A-15.wav,0,test
129_164.19.wav,1,test
1-58277-A-3.wav,0,test
783_132.3.wav,1,train
3-145719-A-17.wav,0,val
154_284.1.wav,1,test
1-110389-A-0.wav,0,test
262_31.61.wav,1,test
1266_34.06.wav,1,test
919_187.07.wav,1,test
3-105236-A-7.wav,0,train
784_78.21.wav,1,train
5-243448-A-14.wav,0,test
2-135649-C-45.wav,0,train
1171_57.36.wav,1,val
44_40.05.wav,1,val
781_191.36.wav,1,val
5-233787-A-7.wav,0,val
6_68.01.wav,1,train
4-184575-A-0.wav,0,train
3-141559-A-45.wav,0,val
1-115920-B-22.wav,0,train
2-98392-A-23.wav,0,val
1-17367-A-10.wav,0,val
4-161099-B-47.wav,0,train
795_61.07.wav,1,train
4-170247-A-12.wav,0,train
1275_188.07.wav,1,test
776_40.23.wav,1,val
972_20.53.wav,1,test
213_42.38.wav,1,val
391_23.62.wav,1,test
939_0.08.wav,1,train
828_56.4.wav,1,val
1194_38.02.wav,1,train
302_175.73.wav,1,test
3-193767-A-47.wav,0,train
185_40.04.wav,1,train
725_13.34.wav,1,val
1510_106.8.wav,1,val
1326_39.56.wav,1,test
1-43807-A-47.wav,0,val
4-138344-A-9.wav,0,train
897_23.67.wav,1,train
2-72268-A-6.wav,0,test
860_143.0.wav,1,val
639_87.86.wav,1,test
182_16.29.wav,1,train
5-212734-A-17.wav,0,test
236_40.03.wav,1,train
1-23222-A-19.wav,0,val
1195_27.04.wav,1,train
404_20.07.wav,1,test
2-32515-D-4.wav,0,train
1-71030-A-6.wav,0,train
4-244318-A-6.wav,0,train
4-159426-A-9.wav,0,train
443_172.55.wav,1,train
221_0.11.wav,1,train
355_17.68.wav,1,train
1-36397-A-23.wav,0,train
367_381.58.wav,1,train
306_19.79.wav,1,train
978_80.08.wav,1,train
2-209476-A-25.wav,0,test
300_57.65.wav,1,val
1092_253.38.wav,1,train
4-90014-A-42.wav,0,train
5-216368-A-28.wav,0,test
1256_10.53.wav,1,val
1254_63.24.wav,1,train
710_0.23.wav,1,val
397_10.17.wav,1,test
910_40.33.wav,1,test
5-244315-A-6.wav,0,test
284_42.37.wav,1,train
353_103.93.wav,1,train
1055_48.7.wav,1,train
577_28.48.wav,1,train
1-18527-A-44.wav,0,val
315_3.41.wav,1,train
1-54918-B-14.wav,0,val
205_0.04.wav,1,train
165_21.83.wav,1,train
1477_89.55.wav,1,test
127_80.04.wav,1,val
478_71.69.wav,1,test
580_130.89.wav,1,test
269_64.51.wav,1,train
1459_92.93.wav,1,test
1339_0.16.wav,1,val
1-104089-B-22.wav,0,test
828_29.09.wav,1,val
4-125071-A-19.wav,0,train
1-76831-E-42.wav,0,val
2-188822-B-40.wav,0,test
2-128465-B-43.wav,0,train
1455_14.07.wav,1,val
4-159609-A-14.wav,0,train
561_50.03.wav,1,test
5-157204-B-16.wav,0,test
272_22.08.wav,1,test
1-57316-A-13.wav,0,test
3-124925-A-9.wav,0,train
925_0.04.wav,1,val
617_41.39.wav,1,train
1009_38.04.wav,1,test
3-130330-A-22.wav,0,train
672_75.27.wav,1,val
1105_47.37.wav,1,test
908_20.41.wav,1,train
127_170.04.wav,1,val
467_124.87.wav,1,train
1538_20.72.wav,1,val
1006_12.77.wav,1,test
423_408.52.wav,1,test
4-161579-A-40.wav,0,train
1243_330.39.wav,1,train
379_64.66.wav,1,train
1233_102.74.wav,1,train
1566_335.73.wav,1,train
674_20.07.wav,1,test
1253_13.35.wav,1,train
1497_85.31.wav,1,train
887_242.32.wav,1,train
1-50455-A-44.wav,0,val
1447_17.34.wav,1,train
4-250869-C-2.wav,0,val
4-171706-A-23.wav,0,train
1209_9.18.wav,1,train
1422_75.01.wav,1,train
255_10.04.wav,1,train
2-108760-A-14.wav,0,val
4-189832-A-22.wav,0,train
619_11.02.wav,1,test
3-164216-C-6.wav,0,test
2-104105-A-19.wav,0,val
2-64962-A-15.wav,0,train
2-99955-A-7.wav,0,test
466_214.83.wav,1,train
9_20.23.wav,1,test
4-182369-A-12.wav,0,val
499_5.59.wav,1,train
528_450.28.wav,1,train
759_148.39.wav,1,test
306_32.47.wav,1,train
4-200330-B-6.wav,0,train
1327_5.03.wav,1,train
1167_90.1.wav,1,train
618_200.16.wav,1,train
1176_175.48.wav,1,train
1025_26.51.wav,1,train
1-28135-B-11.wav,0,val
581_30.5.wav,1,test
1297_143.15.wav,1,val
1043_67.56.wav,1,train
2-64963-A-15.wav,0,test
1473_10.14.wav,1,train
4-180337-A-28.wav,0,train
1469_4.35.wav,1,train
4-197454-A-28.wav,0,train
841_261.63.wav,1,test
1589_90.4.wav,1,val
442_70.3.wav,1,train
765_0.38.wav,1,train
3-151255-A-28.wav,0,test
582_47.84.wav,1,test
579_138.75.wav,1,val
1437_31.8.wav,1,train
4-182613-A-11.wav,0,test
1470_238.43.wav,1,val
472_111.08.wav,1,train
2-39441-A-19.wav,0,train
5-200329-A-8.wav,0,test
416_40.9.wav,1,val
263_50.08.wav,1,train
1424_180.27.wav,1,train
144_67.34.wav,1,test
940_89.61.wav,1,val
1047_40.68.wav,1,val
202_71.54.wav,1,train
1567_482.43.wav,1,train
1256_55.55.wav,1,train
92_36.37.wav,1,test
765_20.38.wav,1,train
775_172.4.wav,1,train
3-155130-A-43.wav,0,train
679_66.22.wav,1,test
5-262641-A-15.wav,0,val
1328_0.11.wav,1,train
1560_22.39.wav,1,train
1-39901-A-11.wav,0,test
246_172.35.wav,1,test
3-104958-A-12.wav,0,test
175_51.55.wav,1,test
380_256.05.wav,1,train
561_150.03.wav,1,train
5-179863-A-43.wav,0,train
501_83.92.wav,1,val
5-251962-A-47.wav,0,test
1-51433-A-17.wav,0,val
1251_139.21.wav,1,train
4-147240-A-2.wav,0,train
1500_62.26.wav,1,train
3-249913-A-25.wav,0,val
4-189830-A-22.wav,0,train
5-235956-A-47.wav,0,train
5-177957-B-40.wav,0,train
1-7973-A-7.wav,0,train
655_367.42.wav,1,test
855_15.62.wav,1,train
980_52.08.wav,1,test
852_10.06.wav,1,val
887_272.32.wav,1,test
166_5.78.wav,1,val
388_10.06.wav,1,train
949_74.21.wav,1,val
967_42.78.wav,1,train
3-144827-A-11.wav,0,train
1409_169.3.wav,1,train
701_42.08.wav,1,test
819_23.66.wav,1,train
1290_42.26.wav,1,test
479_10.07.wav,1,test
987_29.47.wav,1,train
609_50.04.wav,1,train
1251_23.66.wav,1,test
4-181955-B-3.wav,0,test
292_194.49.wav,1,val
1-32318-A-0.wav,0,val
14_146.67.wav,1,val
600_291.99.wav,1,train
1575_125.29.wav,1,val
687_93.11.wav,1,test
1-30226-A-0.wav,0,test
3-135650-A-45.wav,0,train
5-254160-A-22.wav,0,train
174_262.18.wav,1,train
727_95.0.wav,1,test
1089_148.7.wav,1,train
1260_39.87.wav,1,train
1105_89.9.wav,1,train
877_49.07.wav,1,train
2-158746-A-2.wav,0,val
864_110.51.wav,1,test
4-187504-A-17.wav,0,train
368_40.46.wav,1,test
1-80841-A-13.wav,0,train
1545_26.6.wav,1,test
216_0.78.wav,1,val
820_425.46.wav,1,val
1540_268.58.wav,1,train
868_150.9.wav,1,val
282_95.15.wav,1,test
521_59.26.wav,1,train
832_53.39.wav,1,val
1013_38.74.wav,1,test
3-150979-A-40.wav,0,train
3_202.84.wav,1,train
562_279.35.wav,1,val
225_89.02.wav,1,val
5-240671-A-44.wav,0,test
1321_0.58.wav,1,train
159_308.38.wav,1,train
685_10.26.wav,1,train
908_89.9.wav,1,test
45_47.22.wav,1,train
794_30.19.wav,1,test
896_172.35.wav,1,test
1-51805-F-33.wav,0,train
6_58.01.wav,1,train
5-203128-B-0.wav,0,train
1357_141.61.wav,1,train
9_81.37.wav,1,train
1157_35.2.wav,1,train
2-102414-C-17.wav,0,train
5-195517-A-7.wav,0,train
878_55.46.wav,1,val
1-34094-A-5.wav,0,test
1537_154.95.wav,1,train
314_381.82.wav,1,train
1-53444-A-28.wav,0,val
4-196671-B-8.wav,0,test
482_28.54.wav,1,val
3-197408-C-8.wav,0,test
5-254832-A-15.wav,0,train
3-137152-A-1.wav,0,train
1025_107.18.wav,1,train
5-156026-C-4.wav,0,test
1410_693.05.wav,1,train
4-149940-B-5.wav,0,test
1-172649-B-40.wav,0,test
732_156.88.wav,1,train
1357_134.99.wav,1,train
741_157.81.wav,1,train
743_40.57.wav,1,train
1-53467-A-47.wav,0,val
1503_30.04.wav,1,train
204_40.09.wav,1,test
3-144128-B-23.wav,0,val
1435_40.83.wav,1,train
503_46.74.wav,1,train
1410_650.85.wav,1,val
686_297.83.wav,1,val
969_89.9.wav,1,test
164_18.4.wav,1,train
523_37.35.wav,1,train
1357_168.04.wav,1,train
128_2765.43.wav,1,val
1-43807-D-47.wav,0,train
584_77.81.wav,1,train
820_435.46.wav,1,train
5-177779-A-33.wav,0,train
326_163.4.wav,1,train
766_27.85.wav,1,train
4-189828-A-22.wav,0,train
1292_50.04.wav,1,test
513_301.57.wav,1,val
906_13.95.wav,1,test
5-198600-A-45.wav,0,test
4-188293-B-15.wav,0,test
2-125966-A-11.wav,0,train
5-103418-A-2.wav,0,test
3-233151-A-2.wav,0,train
1529_57.83.wav,1,test
757_316.86.wav,1,test
